Number,Word,Count
423,reach,92375
424,local,92970
425,kill,92660
426,six,90571
427,remain,91319
428,effect,95216
429,use,96564
430,yeah,103389
431,suggest,92643
432,class,91323
433,control,90301
434,raise,87036
435,care,88862
436,perhaps,87060
437,little,88697
438,late,86421
439,hard,86817
440,field,87243
441,else,87876
442,pass,86184
443,former,88930
444,sell,87865
445,major,87487
446,sometimes,84845
447,require,89280
448,along,84926
449,development,91995
450,themselves,85256
451,report,88138
452,role,88666
453,better,83895
454,economic,90392
455,effort,86473
456,up,85759
457,decide,84035
458,rate,87224
459,strong,83677
460,possible,85084
461,heart,84536
462,drug,86231
463,show,86828
464,leader,85438
465,light,87427
466,voice,89379
467,wife,83601
468,whole,83756
469,police,85880
470,mind,82808
471,finally,81951
472,pull,87243
473,return,81812
474,free,82090
475,military,85152
476,price,84443
477,report,83174
478,less,82930
479,according,83773
480,decision,82429
481,explain,80797
482,son,80895
483,hope,81385
484,even,79087
485,develop,84835
486,view,81338
487,relationship,84549
488,carry,79513
489,town,79821
490,road,80987
491,drive,80476
492,arm,84865
493,true,79299
494,federal,81826
495,break,79310
496,better,78334
497,difference,82911
498,thank,88574
499,receive,80250
500,value,82942
501,international,81610
502,building,78487
503,action,80009
504,full,77547
505,model,82973
506,join,80609
507,season,83743
508,society,81192
509,because,77116
510,tax,80713
511,director,79813
512,early,75605
513,position,77124
514,player,81358
515,agree,76753
516,especially,76304
517,record,77509
518,pick,77197
519,wear,77921
520,paper,75383
521,special,75298
522,space,75395
523,ground,74713
524,form,78493
525,support,76544
526,event,75559
527,official,79026
528,whose,74914
529,matter,73842
530,everyone,74534
531,center,74559
532,couple,74871
533,site,75932
534,end,73099
535,project,75446
536,hit,73999
537,base,75887
538,activity,77980
539,star,73695
540,table,75228
541,need,74877
542,court,74112
543,produce,74169
544,eat,73505
545,American,73063
546,teach,72668
547,oil,74386
548,half,70930
549,situation,72603
550,easy,71602
551,cost,73512
552,industry,73055
553,figure,74858
554,face,69493
555,street,71645
556,image,72216
557,itself,71093
558,phone,71599
559,either,69497
560,data,76594
561,cover,69387
562,quite,69966
563,picture,69229
564,clear,68662
565,practice,73745
566,piece,68901
567,land,69750
568,recent,70685
569,describe,71377
570,product,70883
571,doctor,69446
572,wall,71390
573,patient,72217
574,worker,69962
575,news,70051
576,test,69870
577,movie,69387
578,certain,67228
579,north,68046
580,love,67495
581,personal,67917
582,open,67218
583,support,69431
584,simply,66712
585,third,67037
586,technology,69565
587,catch,68214
588,step,66232
589,baby,67881
590,computer,67399
591,type,68481
592,attention,65271
593,draw,65198
594,film,66724
595,Republican,71611
596,tree,66630
597,source,66862
598,red,66217
599,nearly,64860
600,organization,67278
601,choose,64348
602,cause,64531
603,hair,69564
604,look,66194
605,point,62980
606,century,65667
607,evidence,65360
608,window,68303
609,difficult,63947
610,listen,64984
611,soon,63168
612,culture,67128
613,billion,65243
614,chance,62682
615,brother,63406
616,energy,64139
617,period,64534
618,course,64012
619,summer,62503
620,less,62154
621,realize,61732
622,hundred,61266
623,available,63187
624,plant,63476
625,likely,63002
626,opportunity,62422
627,term,62962
628,short,60451
629,letter,60369
630,condition,63489
631,choice,60487
632,place,60927
633,single,60072
634,rule,61062
635,daughter,60424
636,administration,62071
637,south,60630
638,husband,60126
639,Congress,62841
640,floor,62458
641,campaign,64172
642,material,62440
643,population,62999
644,well,61219
645,call,59543
646,economy,60990
647,medical,59424
648,hospital,58669
649,church,59466
650,close,60884
651,thousand,58307
652,risk,60432
653,current,61252
654,fire,59386
655,future,58020
656,wrong,58988
657,involve,59542
658,defense,59701
659,anyone,58274
660,increase,60442
661,security,58914
662,bank,58992
663,myself,59716
664,certainly,59739
665,west,58169
666,sport,59006
667,board,58436
668,seek,58495
669,per,59432
670,subject,61397
671,officer,57617
672,private,57248
673,rest,56714
674,behavior,62625
675,deal,57462
676,performance,59909
677,fight,56886
678,throw,57784
679,top,57743
680,quickly,56454
681,past,56588
682,goal,58728
683,second,56022
684,bed,60304
685,order,56483
686,author,58300
687,fill,56915
688,represent,58744
689,focus,57177
690,foreign,57540
691,drop,56448
692,plan,55829
693,blood,56351
694,upon,57033
695,agency,56954
696,push,56103
697,nature,57929
698,color,56978
699,no,54602
700,recently,55992
701,store,56147
702,reduce,57029
703,sound,56828
704,note,57025
705,fine,55174
706,before,55608
707,near,54869
708,movement,56201
709,page,55937
710,enter,54479
711,share,54010
712,than,55719
713,common,55940
714,poor,53820
715,other,54372
716,natural,55526
717,race,54838
718,concern,55203
719,series,54549
720,significant,58947
721,similar,55901
722,hot,54601
723,language,55799
724,each,53663
725,usually,53477
726,response,56342
727,dead,55111
728,rise,53542
729,animal,53127
730,factor,57612
731,decade,53727
732,article,54871
733,shoot,53038
734,east,53010
735,save,52067
736,seven,52011
737,artist,54353
738,away,52005
739,scene,51248
740,stock,54305
741,career,52101
742,despite,51526
743,central,52501
744,eight,50871
745,thus,57039
746,treatment,53390
747,beyond,50742
748,happy,51669
749,exactly,52685
750,protect,50649
751,approach,53980
752,lie,51657
753,size,51868
754,dog,52347
755,fund,53859
756,serious,50285
757,occur,52768
758,media,51798
759,ready,50833
760,sign,50045
761,thought,51509
762,list,50678
763,individual,54738
764,simple,50583
765,quality,52224
766,pressure,50773
767,accept,49952
768,answer,49969
769,hard,50793
770,resource,53398
771,identify,53484
772,left,50479
773,meeting,49916
774,determine,52130
775,prepare,49208
776,disease,51211
777,whatever,50200
778,success,50541
779,argue,51013
780,cup,53633
781,particularly,50329
782,amount,49944
783,ability,51476
784,staff,50177
785,recognize,50042
786,indicate,53215
787,character,49530
788,growth,50904
789,loss,49759
790,degree,50612
791,wonder,50875
792,attack,50898
793,herself,52915
794,region,50914
795,television,49673
796,box,49667
797,TV,49438
798,training,49997
799,pretty,50385
800,trade,49696
801,deal,48975
802,election,51322
803,everybody,51147
804,physical,51451
805,lay,49358
806,general,49657
807,feeling,47349
808,standard,49876
809,bill,49011
810,message,47533
811,fail,47503
812,outside,46628
813,arrive,47435
814,analysis,53840
815,benefit,48594
816,name,47375
817,sex,47827
818,forward,47877
819,lawyer,47853
820,present,49659
821,section,49764
822,environmental,51192
823,glass,49686
824,answer,47661
825,skill,50431
826,sister,48183
827,PM,54765
828,professor,46575
829,operation,47276
830,financial,47803
831,crime,48010
832,stage,46346
833,ok,54697
834,compare,48094
835,authority,47309
836,miss,46525
837,design,48605
838,sort,47086
839,one,45596
840,act,45648
841,ten,46827
842,knowledge,50335
843,gun,47305
844,station,46299
845,blue,47622
846,state,47977
847,strategy,49126
848,little,45469
849,clearly,45912
850,discuss,46852
851,indeed,46184
852,force,44931
853,truth,45155
854,song,45352
855,example,47134
856,democratic,47299
857,check,45760
858,environment,47807
859,leg,47477
860,dark,47565
861,public,45684
862,various,46777
863,rather,44934
864,laugh,48567
865,guess,48046
866,executive,47338
867,set,45121
868,study,44897
869,prove,44304
870,hang,46632
871,entire,43997
872,rock,45225
873,design,45946
874,enough,44378
875,forget,45571
876,since,45591
877,claim,44259
878,note,44720
879,remove,44683
880,manager,46187
881,help,43721
882,close,43568
883,sound,45311
884,enjoy,44020
885,network,45122
886,legal,44820
887,religious,46425
888,cold,44649
889,form,44646
890,final,43589
891,main,43707
892,science,45726
893,green,44673
894,memory,43531
895,card,43605
896,above,44130
897,seat,44404
898,cell,44831
899,establish,45921
900,nice,44792
901,trial,44489
902,expert,43898
903,that,43359
904,spring,44085
905,firm,44704
906,Democrat,46905
907,radio,43156
908,visit,42941
909,management,45112
910,care,42978
911,avoid,42890
912,imagine,43487
913,tonight,47549
914,huge,42582
915,ball,43512
916,no,44951
917,close,42826
918,finish,43143
919,yourself,43401
920,talk,43267
921,theory,45553
922,impact,43782
923,respond,42139
924,statement,42941
925,maintain,43493
926,charge,42353
927,popular,42399
928,traditional,43681
929,onto,43538
930,reveal,42605
931,direction,41280
932,weapon,43158
933,employee,42824
934,cultural,45673
935,contain,42542
936,peace,42273
937,head,41658
938,control,41771
939,base,41154
940,pain,41350
941,apply,42391
942,play,41662
943,measure,43938
944,wide,41233
945,shake,45160
946,fly,41373
947,interview,41594
948,manage,40536
949,chair,43256
950,fish,41488
951,particular,42291
952,camera,41218
953,structure,43638
954,politics,41758
955,perform,41667
956,bit,41915
957,weight,41919
958,suddenly,43382
959,discover,40489
960,candidate,43251
961,top,41484
962,production,42052
963,treat,40264
964,trip,40423
965,evening,40881
966,affect,41496
967,inside,40856
968,conference,40643
969,unit,41087
970,best,39959
971,style,40889
972,adult,40705
973,worry,40210
974,range,41326
975,mention,39815
976,rather,41558
977,far,39967
978,deep,40126
979,past,39559
980,edge,40960
981,individual,42325
982,specific,42397
983,writer,39666
984,trouble,39659
985,necessary,40776
986,throughout,40170
987,challenge,40380
988,fear,38857
989,shoulder,42843
990,institution,42153
991,middle,40402
992,sea,39516
993,dream,39613
994,bar,39853
995,beautiful,40052
996,property,40027
997,instead,39051
998,improve,40214
999,stuff,40180
1000,detail,38750
1001,method,42667
1002,sign,39418
1003,somebody,41639
1004,magazine,39197
1005,hotel,39642
1006,soldier,39552
1007,reflect,40687
1008,heavy,39160
1009,sexual,41865
1010,cause,38843
1011,bag,40007
1012,heat,40363
1013,fall,38822
1014,marriage,38517
1015,tough,39600
1016,sing,38575
1017,surface,39367
1018,purpose,40084
1019,exist,39341
1020,pattern,40397
1021,whom,37950
1022,skin,39893
1023,agent,38265
1024,owner,39492
1025,machine,38407
1026,gas,38194
1027,down,39633
1028,ahead,39705
1029,generation,38323
1030,commercial,40608
1031,address,39774
1032,cancer,39407
1033,test,38644
1034,item,40336
1035,reality,38397
1036,coach,40716
1037,step,39356
1038,Mrs,40545
1039,yard,39253
1040,beat,38268
1041,violence,38474
1042,total,38798
1043,tend,38295
1044,investment,38810
1045,discussion,39616
1046,finger,40842
1047,garden,38800
1048,notice,38910
1049,collection,38431
1050,modern,38372
1051,task,39209
1052,partner,37540
1053,positive,39310
1054,civil,37742
1055,kitchen,39332
1056,consumer,38079
1057,shot,37505
1058,budget,39165
1059,wish,37532
1060,painting,39264
1061,scientist,37700
1062,safe,36547
1063,agreement,38141
1064,capital,37443
1065,mouth,40200
1066,nor,37230
1067,victim,36878
1068,newspaper,37522
1069,instead,36247
1070,threat,37022
1071,responsibility,37084
1072,smile,41473
1073,attorney,37959
1074,score,39294
1075,account,36786
1076,interesting,37473
1077,break,40348
1078,audience,36227
1079,rich,35940
1080,dinner,37156
1081,figure,36137
1082,vote,39464
1083,western,37389
1084,relate,39143
1085,travel,35746
1086,debate,37228
1087,prevent,36421
1088,citizen,36408
1089,majority,36758
1090,none,35359
1091,front,37363
1092,born,35352
1093,admit,35143
1094,senior,36598
1095,assume,35960
1096,wind,36478
1097,key,36056
1098,professional,36319
1099,mission,35217
1100,fast,35474
1101,alone,34982
1102,customer,36000
1103,suffer,34675
1104,speech,35504
1105,successful,35459
1106,option,35434
1107,participant,41462
1108,southern,35314
1109,fresh,35974
1110,eventually,34534
1111,no,35016
1112,forest,35429
1113,video,35230
1114,global,36381
1115,Senate,36809
1116,reform,36103
1117,access,35310
1118,restaurant,35898
1119,judge,35464
1120,publish,35062
1121,cost,34941
1122,relation,36963
1123,like,35636
1124,release,34301
1125,own,34577
1126,bird,34835
1127,opinion,34501
1128,credit,34578
1129,critical,35824
1130,corner,35496
1131,concerned,34331
1132,recall,34442
1133,version,34456
1134,stare,39266
1135,safety,34188
1136,effective,35851
1137,neighborhood,34691
1138,original,34368
1139,act,34104
1140,troop,36001
1141,income,34925
1142,directly,34090
1143,hurt,34445
1144,species,35804
1145,immediately,33067
1146,track,33788
1147,basic,34788
1148,strike,33238
1149,hope,33019
1150,sky,35141
1151,freedom,34174
1152,absolutely,36740
1153,plane,33900
1154,nobody,34280
1155,achieve,35166
1156,object,35040
1157,attitude,35437
1158,labor,34400
1159,refer,34317
1160,concept,35944
1161,client,34027
1162,powerful,33151
1163,perfect,33456
1164,nine,32967
1165,therefore,35842
1166,conduct,34909
1167,announce,33305
1168,conversation,33046
1169,examine,35826
1170,touch,34737
1171,please,34709
1172,attend,33380
1173,completely,32550
1174,vote,35224
1175,variety,34242
1176,sleep,34801
1177,turn,32944
1178,involved,33428
1179,investigation,33849
1180,nuclear,34264
1181,researcher,34742
1182,press,33410
1183,conflict,34710
1184,spirit,32942
1185,experience,34009
1186,replace,32688
1187,British,32929
1188,encourage,33348
1189,argument,33394
1190,by,32560
1191,once,32180
1192,camp,32659
1193,brain,32852
1194,feature,33344
1195,afternoon,33202
1196,AM,34451
1197,weekend,33239
1198,dozen,32432
1199,possibility,32466
1200,along,32475
1201,insurance,32928
1202,department,32252
1203,battle,31989
1204,beginning,31866
1205,date,31467
1206,generally,33191
1207,African,34557
1208,very,31807
1209,sorry,34270
1210,crisis,32924
1211,complete,32813
1212,fan,32919
1213,stick,32259
1214,define,33958
1215,easily,31755
1216,through,31838
1217,hole,32302
1218,element,33053
1219,vision,32358
1220,status,33511
1221,normal,31265
1222,Chinese,32334
1223,ship,32588
1224,solution,32052
1225,stone,32531
1226,slowly,33403
1227,scale,34375
1228,bit,32087
1229,university,33000
1230,introduce,31345
1231,driver,31633
1232,attempt,31944
1233,park,32322
1234,spot,31612
1235,lack,32157
1236,ice,31686
1237,boat,32079
1238,drink,32078
1239,sun,32646
1240,front,32087
1241,distance,31380
1242,wood,31801
1243,handle,30634
1244,truck,31536
1245,return,31058
1246,mountain,31322
1247,survey,32784
1248,supposed,31005
1249,tradition,32110
1250,winter,31227
1251,village,30741
1252,Soviet,36193
1253,refuse,30173
1254,sales,32145
1255,roll,31592
1256,communication,31577
1257,run,31325
1258,screen,30758
1259,gain,30667
1260,resident,31836
1261,hide,31098
1262,gold,30733
1263,club,30800
1264,future,31494
1265,farm,30291
1266,potential,31289
1267,increase,31247
1268,middle,30199
1269,European,31455
1270,presence,30624
1271,independent,31044
1272,district,31327
1273,shape,30396
1274,reader,31442
1275,Ms,31610
1276,contract,30906
1277,crowd,30542
1278,Christian,30726
1279,express,30947
1280,apartment,31012
1281,willing,29635
1282,strength,29769
1283,previous,30490
1284,band,29769
1285,obviously,31299
1286,horse,30993
1287,interested,29155
1288,target,29866
1289,prison,30248
1290,ride,30476
1291,guard,30159
1292,terms,30996
1293,demand,30519
1294,reporter,30416
1295,deliver,29169
1296,text,32316
1297,share,30752
1298,tool,30286
1299,wild,29473
1300,vehicle,29421
1301,observe,30737
1302,flight,29535
1303,inside,30715
1304,facility,30107
1305,understanding,31319
1306,average,29717
1307,emerge,29496
1308,advantage,29340
1309,quick,29108
1310,light,29731
1311,leadership,30047
1312,earn,29560
1313,pound,29946
1314,basis,30377
1315,bright,29780
1316,operate,29345
1317,guest,29328
1318,sample,32436
1319,contribute,30090
1320,tiny,29756
1321,block,28826
1322,protection,29336
1323,settle,28827
1324,feed,28494
1325,collect,28946
1326,additional,29771
1327,while,29579
1328,highly,29554
1329,identity,31163
1330,title,29210
1331,mostly,28178
1332,lesson,28623
1333,faith,28710
1334,river,28862
1335,promote,29679
1336,living,28736
1337,present,30645
1338,count,28836
1339,unless,27908
1340,marry,28722
1341,tomorrow,30098
1342,technique,29828
1343,path,28344
1344,ear,29597
1345,shop,28589
1346,folk,28698
1347,order,27950
1348,principle,30011
1349,survive,27682
1350,lift,29354
1351,border,28636
1352,competition,28752
1353,jump,28504
1354,gather,27659
1355,limit,28901
1356,fit,27875
1357,claim,28609
1358,cry,29690
1359,equipment,28023
1360,worth,27687
1361,associate,30406
1362,critic,28244
1363,warm,28600
1364,aspect,29460
1365,result,29515
1366,insist,27205
1367,failure,28234
1368,annual,28471
1369,French,27590
1370,Christmas,28046
1371,comment,27712
1372,responsible,27569
1373,affair,27432
1374,approach,27449
1375,until,27007
1376,procedure,29044
1377,regular,27244
1378,spread,27266
1379,chairman,28560
1380,baseball,28551
1381,soft,27970
1382,ignore,27023
1383,egg,27917
1384,measure,28612
1385,belief,28844
1386,demonstrate,29170
1387,anybody,28704
1388,murder,28335
1389,gift,27050
1390,religion,28220
1391,review,28141
1392,editor,27734
1393,past,28278
1394,engage,28194
1395,coffee,28331
1396,document,29437
1397,speed,27740
1398,cross,27524
1399,influence,28387
1400,anyway,28170
1401,threaten,26587
1402,commit,26943
1403,female,27952
1404,youth,27755
1405,wave,26844
1406,move,26717
1407,afraid,27727
1408,quarter,27125
1409,background,26907
1410,native,28026
1411,broad,27191
1412,wonderful,27494
1413,deny,26675
1414,apparently,26513
1415,slightly,26887
1416,reaction,26771
1417,twice,26450
1418,suit,27066
1419,perspective,28324
1420,growing,26858
1421,blow,27254
1422,construction,27114
1423,kind,29474
1424,intelligence,27555
1425,destroy,26177
1426,cook,27725
1427,connection,26552
1428,charge,26432
1429,burn,26646
1430,shoe,26945
1431,view,27258
1432,grade,27178
1433,context,29113
1434,committee,26697
1435,hey,27659
1436,mistake,26080
1437,focus,26815
1438,smile,28698
1439,location,26463
1440,clothes,27033
1441,Indian,27100
1442,quiet,26732
1443,dress,26669
1444,promise,25720
1445,aware,25503
1446,neighbor,25497
1447,complete,25699
1448,drive,26373
1449,function,28011
1450,bone,26282
1451,active,26507
1452,extend,25969
1453,chief,26456
1454,average,26568
1455,combine,26570
1456,wine,26682
1457,below,26765
1458,cool,26279
1459,voter,27768
1460,mean,28991
1461,demand,25207
1462,learning,28869
1463,bus,25850
1464,hell,27278
1465,dangerous,25170
1466,remind,25525
1467,moral,26980
1468,United,26396
1469,category,27219
1470,relatively,26476
1471,victory,26422
1472,key,25436
1473,academic,28216
1474,visit,25000
1475,Internet,26983
1476,healthy,26009
1477,fire,25390
1478,negative,26847
1479,following,26643
1480,historical,27266
1481,medicine,25511
1482,tour,25781
1483,depend,25405
1484,photo,25492
1485,finding,28246
1486,grab,26951
1487,direct,26008
1488,classroom,27531
1489,contact,25218
1490,justice,25377
1491,participate,26500
1492,daily,25179
1493,fair,25064
1494,pair,25289
1495,famous,24631
1496,exercise,25934
1497,knee,25912
1498,flower,25642
1499,tape,25730
1500,hire,25073
1765,duty,20204
1766,sheet,20787
1767,ought,21552
1768,ensure,21341
1769,Catholic,20866
1770,extremely,20310
1771,extent,21727
1772,component,22085
1773,mix,20642
1774,long-term,20841
1775,slow,20404
1776,contrast,21581
1777,zone,20472
1778,wake,21330
1779,challenge,20510
1780,airport,20897
1781,chief,2
1788,cat,21135
1789,contribution,20912
1790,capacity,21102
1791,ourselves,19926
1792,estate,20673
1793,guide,20646
1794,circumstance,20310
1795,snow,21011
1796,English,20235
1797,politician,20360
1798,steal,20296
1799,pursue,20136
1800,slip,21233
1801,percentage,20774
1802,meat,20271
1803,funny,20399
1804,neither,20100
1805,soil,20916
1806,influence,21448
1807,surgery,20118
1808,correct,20613
1809,Jewish,20196
1810,blame,19798
1811,estimate,20474
1812,due,21141
1813,basketball,20955
1814,late,19727
1815,golf,20979
1816,investigate,20117
1817,crazy,20345
1818,significantly,22038
1819,chain,19688
1820,address,19564
1821,branch,19633
1822,combination,20026
1823,just,20096
1824,frequently,20508
1825,governor,20802
1826,relief,19493
1827,user,20681
1828,dad,20164
1829,kick,20092
1830,part,19900
1831,manner,20012
1832,ancient,19818
1833,silence,21169
1834,rating,20413
1835,golden,19852
1836,motion,19649
1837,German,20096
1838,gender,22190
1839,solve,19501
1840,fee,20263
1841,landscape,20171
1842,used,19130
1843,bowl,20662
1844,equal,19952
1845,long,19227
1846,official,19628
1847,forth,19531
1848,frame,20016
1849,typical,19724
1850,except,19594
1851,conservative,19778
1852,eliminate,19773
1853,host,19389
1854,hall,20236
1855,trust,19482
1856,ocean,19421
1857,score,20391
1858,row,19519
1859,producer,19679
1860,afford,19035
1861,meanwhile,19504
1862,regime,21101
1863,division,19772
1864,confirm,19327
1865,fix,19349
1866,appeal,19561
1867,mirror,20081
1868,tooth,20515
1869,smart,19370
1870,length,19624
1871,entirely,19075
1872,rely,19614
1873,topic,20640
1874,complain,19102
1875,issue,19300
1876,variable,22868
1877,back,19213
1878,range,20067
1879,telephone,19311
1880,perception,21086
1881,attract,19197
1882,confidence,18955
1883,bedroom,20387
1884,secret,19125
1885,debt,19506
1886,rare,18978
1896,pleasure,19099
1897,master,18880
1898,era,19209
1899,requirement,20358
1900,check,18764
1901,stand,18910
1902,fun,18984
1903,expectation,19603
1904,wing,19028
1905,separate,19064
1906,now,19126
1907,clear,19013
1908,struggle,19014
1909,mean,19792
1910,somewhat,18801
1911,pour,19300
1912,stir,20174
1913,judgment,19315
1914,clean,18766
1915,except,18857
1916,beer,19349
1917,English,18719
1918,reference,19559
1919,tear,19819
1920,doubt,18542
1921,grant,18598
1922,seriously,18328
1923,account,19403
1924,minister,19154
1925,totally,18720
1926,hero,18348
1927,industrial,19413
1928,cloud,19214
1929,stretch,19014
1930,winner,19216
1931,volume,18989
1932,travel,18634
1933,seed,19079
1934,surprised,18822
1935,rest,18915
1936,fashion,18483
1937,pepper,20220
1938,separate,18251
1939,busy,18500
1940,intervention,21021
1941,copy,18244
1942,tip,18868
1943,below,18353
1944,cheap,18371
1945,aim,18194
1946,cite,19011
1947,welfare,19580
1948,vegetable,19363
1949,gray,19408
1950,dish,18887
1951,beach,18451
1952,improvement,18977
1953,everywhere,18126
1954,opening,18058
1955,overall,19031
1956,divide,18337
1957,initial,19019
1958,terrible,18659
1959,oppose,18484
1960,contemporary,19293
1961,route,18313
1962,multiple,19512
1963,essential,19030
1964,question,17924
1965,league,19766
1966,criminal,18424
1967,careful,17885
1968,core,18571
1969,upper,18196
1970,rush,18561
1971,necessarily,18334
1972,specifically,18873
1973,tired,18597
1974,rise,18055
1975,tie,17787
1976,employ,18912
1977,holiday,18299
1978,dance,18263
1979,vast,17836
1980,resolution,18922
1981,household,18450
1982,fewer,18223
1983,abortion,18925
1984,apart,17872
1985,witness,18920
1986,match,17788
1987,barely,18533
1988,sector,19103
1989,representative,18189
1990,lack,18215
1991,beneath,19047
1992,beside,19952
1993,black,18441
1994,incident,17880
1995,limited,18532
1996,proud,17841
1997,flow,18469
1998,faculty,20104
1999,increased,18984
2000,waste,19069
2001,merely,18094
2002,mass,18107
2003,emphasize,18933
2004,experiment,18440
2005,definitely,18214
2006,bomb,18284
2007,enormous,17482
2008,tone,17954
2009,liberal,18228
2010,massive,17551
2011,engineer,17991
2012,wheel,18296
2013,female,18932
2014,decline,18058
2015,invest,18080
2016,promise,17342
2017,cable,18277
2018,towards,18305
2019,expose,17581
2020,rural,18665
2021,AIDS,19384
2022,Jew,17893
2023,narrow,17840
2024,cream,18443
2025,secretary,17922
2026,gate,17999
2027,solid,17675
2028,hill,18131
2029,typically,18254
2030,noise,18024
2031,grass,18139
2032,unfortunately,17482
2033,hat,18198
2034,legislation,17934
2035,succeed,17423
2036,either,17257
2037,celebrate,17421
2038,achievement,18998
2039,fishing,18103
2040,drink,18227
2041,accuse,17778
2042,hand,18231
2043,useful,18205
2044,land,17401
2045,secret,17305
2046,reject,17656
2047,talent,17474
